shot_id,action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent
21453,Jump Shot,33.8753,127,169,-118.1428,6,3,0,Jan-00,50,21,0,Right Side Center(RC),2001/2/4,SAC
20421,Jump Shot,33.8353,-149,209,-118.4188,6,2,0,Jul-06,58,25,0,Left Side Center(LC),2007/2/26,UTA
8988,Jump Shot,33.9883,244,56,-118.0258,0,3,0,Dec-11,50,25,0,Right Side(R),2012/2/6,PHI
3021,Driving Layup Shot,34.0443,0,0,-118.2698,7,3,0,Feb-01,26,0,0,Center(C),2001/10/30,POR
9904,Jump Shot,34.0023,-136,42,-118.4058,7,2,0,1998-99,18,14,1,Left Side(L),1999/2/21,SEA
27964,Layup Shot,34.0473,-8,-3,-118.2778,7,3,0,Dec-11,55,0,1,Center(C),2012/4/1,GSW
8229,Jump Shot,33.8673,115,177,-118.1548,8,1,0,1999-00,10,21,0,Right Side Center(RC),1999/12/29,PHX
9106,Dunk Shot,34.0403,3,4,-118.2668,7,1,0,Feb-01,49,0,0,Center(C),2002/1/19,SAS
13914,Layup Shot,34.0443,0,0,-118.2698,9,3,1,Sep-08,40,0,,Center(C),2009/5/4,HOU
5296,Driving Layup Shot,34.0133,29,31,-118.2408,11,3,1,Aug-07,13,4,1,Center(C),2008/5/23,SAS
3973,Driving Dunk Shot,34.0443,0,0,-118.2698,0,4,0,Jan-00,39,0,1,Center(C),2000/12/13,POR
21755,Jump Shot,33.8253,127,219,-118.1428,5,3,0,2014-15,30,25,,Right Side Center(RC),2014/12/19,OKC
14664,Jump Shot,33.8913,-205,153,-118.4748,5,3,0,Nov-10,9,25,1,Left Side Center(LC),2010/11/11,DEN
4134,Jump Shot,34.0423,166,2,-118.1038,1,1,0,1996-97,10,16,0,Right Side(R),1997/1/10,MIA
975,Follow Up Dunk Shot,34.0443,0,0,-118.2698,4,2,0,Feb-01,27,0,1,Center(C),2002/2/12,WAS
7292,Jump Shot,33.9733,151,71,-118.1188,4,4,0,Jul-06,2,16,0,Right Side(R),2007/4/3,DEN
25560,Jump Shot,33.9773,1,67,-118.2688,5,2,0,Oct-09,12,6,0,Center(C),2009/12/25,CLE
15586,Jump Shot,34.0493,141,-5,-118.1288,6,2,0,Sep-08,34,14,1,Right Side(R),2009/3/12,SAS
17339,Jump Shot,34.0333,29,11,-118.2408,10,3,0,Nov-10,18,3,1,Center(C),2011/3/27,NOH
25995,Driving Layup Shot,34.0373,4,7,-118.2658,8,1,0,Sep-08,53,0,1,Center(C),2009/2/5,BOS
9753,Jump Shot,33.9163,151,128,-118.1188,0,1,0,Jun-05,58,19,0,Right Side Center(RC),2005/12/25,MIA
13775,Jump Shot,33.9313,-180,113,-118.4498,9,3,0,Nov-10,56,21,1,Left Side(L),2011/1/5,PHX
25932,Jump Shot,33.9093,116,135,-118.1538,9,1,0,Nov-10,32,17,0,Right Side Center(RC),2011/3/4,CHA
23266,Jump Shot,33.8193,-142,225,-118.4118,5,2,1,Dec-11,36,26,0,Left Side Center(LC),2012/5/14,OKC
5017,Turnaround Jump Shot,33.9233,-217,121,-118.4868,10,2,0,Oct-09,22,24,1,Left Side Center(LC),2010/1/12,SAS
17603,Layup Shot,34.0403,-5,4,-118.2748,1,2,0,2012-13,25,0,1,Center(C),2012/11/11,SAC
25564,Jump Shot,33.9073,116,137,-118.1538,2,2,0,Sep-08,9,17,0,Right Side Center(RC),2009/3/3,MEM
10875,Driving Layup Shot,34.0443,0,0,-118.2698,4,1,0,Feb-01,36,0,1,Center(C),2002/4/9,UTA
23875,Running Jump Shot,33.9193,106,125,-118.1638,10,2,0,Jan-00,33,16,1,Right Side Center(RC),2001/4/12,MIN
13240,Running Jump Shot,33.9993,-12,45,-118.2818,6,3,0,Feb-01,53,4,,Center(C),2002/1/6,TOR
18025,Layup Shot,34.0443,0,0,-118.2698,3,3,0,Aug-07,44,0,1,Center(C),2007/11/27,SEA
17675,Jump Shot,33.9403,126,104,-118.1438,1,1,0,Jun-05,27,16,1,Right Side Center(RC),2006/3/17,NJN
11874,Jump Shot,34.0283,100,16,-118.1698,0,1,0,1997-98,32,10,0,Right Side(R),1998/3/18,PHX
17765,Driving Hook Shot,34.0183,-68,26,-118.3378,3,4,0,Oct-09,17,7,,Center(C),2010/1/6,LAC
1934,Jump Shot,33.9893,231,55,-118.0388,0,4,1,1998-99,8,23,0,Right Side(R),1999/5/13,HOU
4676,Jump Shot,33.9743,-141,70,-118.4108,5,3,0,Jan-00,9,15,0,Left Side(L),2001/2/16,CHA
26953,Driving Layup Shot,34.0443,0,0,-118.2698,0,2,0,May-04,35,0,1,Center(C),2004/11/17,LAC
27737,Dunk Shot,34.0443,0,0,-118.2698,3,1,0,Aug-07,13,0,1,Center(C),2008/3/16,HOU
10223,Driving Dunk Shot,34.0443,0,0,-118.2698,2,1,0,Feb-01,37,0,1,Center(C),2002/1/25,SAS
893,Jump Shot,33.8353,-166,209,-118.4358,1,4,0,Jul-06,55,26,,Left Side Center(LC),2007/1/4,SAC
7288,Jump Shot,33.8803,6,164,-118.2638,11,2,1,Aug-07,18,16,0,Center(C),2008/6/17,BOS
21261,Jump Shot,33.8803,-205,164,-118.4748,1,5,0,1997-98,20,26,0,Left Side Center(LC),1998/4/5,DET
28646,Jump Shot,34.0033,112,41,-118.1578,8,3,0,Mar-02,18,11,0,Right Side(R),2002/11/24,MIL
7907,Layup Shot,34.0443,0,0,-118.2698,3,3,0,May-04,24,0,0,Center(C),2005/3/2,BOS
24579,Fadeaway Jump Shot,33.9193,0,125,-118.2698,6,1,0,May-04,42,12,1,Center(C),2005/3/24,DEN
14552,Layup Shot,34.0183,-8,26,-118.2778,11,2,0,Oct-09,34,2,0,Center(C),2010/1/5,HOU
23697,Jump Shot,33.8383,-152,206,-118.4218,3,3,0,Sep-08,33,25,1,Left Side Center(LC),2009/1/16,ORL
26686,Layup Shot,34.0443,0,0,-118.2698,2,2,1,1999-00,23,0,0,Center(C),2000/5/26,POR
25426,Layup Shot,34.0323,10,12,-118.2598,11,1,0,1998-99,48,1,1,Center(C),1999/2/8,SAS
27314,Jump Shot,33.8433,-72,201,-118.3418,5,3,1,Aug-07,21,21,1,Left Side Center(LC),2008/5/9,UTA
18851,Layup Shot,34.0443,0,0,-118.2698,3,4,0,May-04,21,0,1,Center(C),2004/12/1,CHI
7658,Jump Shot,33.7893,32,255,-118.2378,2,2,0,2014-15,48,25,0,Center(C),2015/1/21,NOP
10107,Jump Shot,33.9243,129,120,-118.1408,6,2,1,Jan-00,59,17,1,Right Side Center(RC),2001/6/10,PHI
26173,Driving Reverse Layup Shot,34.0443,0,0,-118.2698,7,1,0,Sep-08,29,0,1,Center(C),2009/3/27,NJN
18298,Driving Layup Shot,34.0443,0,0,-118.2698,10,2,1,1997-98,46,0,,Center(C),1998/4/26,POR
11363,Driving Finger Roll Shot,34.0443,0,0,-118.2698,2,3,0,Jan-00,43,0,1,Center(C),2001/3/4,GSW
13833,Jump Shot,34.0143,-138,30,-118.4078,1,2,1,Nov-10,59,14,0,Left Side(L),2011/4/28,NOH
19121,Jump Shot,34.0413,-179,3,-118.4488,3,1,0,Oct-09,43,17,0,Left Side(L),2009/11/6,MEM
727,Jump Shot,33.8973,63,147,-118.2068,8,1,0,1998-99,39,15,0,Center(C),1999/3/1,PHX
7215,Jump Shot,33.8253,-123,219,-118.3928,0,4,0,2014-15,1,25,0,Left Side Center(LC),2015/1/13,MIA
8246,Layup Shot,34.0393,25,5,-118.2448,8,3,0,1998-99,32,2,0,Center(C),1999/3/18,CLE
18181,Jump Shot,33.9193,-74,125,-118.3438,0,2,0,Mar-02,37,14,0,Left Side(L),2002/11/19,DAL
15877,Jump Shot,33.6923,98,352,-118.1718,0,1,1,Aug-07,0,36,0,Center(C),2008/4/20,DEN
20230,Jump Shot,34.0263,49,18,-118.2208,3,1,0,May-04,24,5,0,Center(C),2005/3/14,WAS
14200,Driving Layup Shot,34.0443,0,0,-118.2698,7,4,1,Feb-01,52,0,1,Center(C),2002/6/9,NJN
22787,Jump Shot,34.0323,230,12,-118.0398,2,4,0,May-04,49,23,0,Right Side(R),2004/11/28,NOP
10746,Layup Shot,34.0383,4,6,-118.2658,3,2,0,Nov-10,48,0,0,Center(C),2010/12/25,MIA
27377,Jump Shot,34.0293,-46,15,-118.3158,7,4,0,Sep-08,41,4,0,Center(C),2008/12/2,IND
17321,Jump Shot,34.0543,162,-10,-118.1078,1,2,0,1999-00,52,16,0,Right Side(R),2000/3/9,GSW
18650,Driving Layup Shot,34.0443,0,0,-118.2698,3,4,0,1998-99,32,0,1,Center(C),1999/3/9,LAC
17209,Jump Shot,33.9683,-52,76,-118.3218,10,1,1,Aug-07,21,9,1,Left Side(L),2008/5/4,UTA
7275,Floating Jump shot,33.9863,85,58,-118.1848,10,1,0,Aug-07,52,10,1,Right Side(R),2007/12/23,NYK
11594,Driving Layup Shot,34.0443,0,0,-118.2698,0,2,0,Oct-09,44,0,0,Center(C),2010/2/24,DAL
1390,Jump Shot,34.0033,51,41,-118.2188,5,3,1,Apr-03,41,6,1,Center(C),2004/5/13,SAS
3565,Jump Shot,33.8303,136,214,-118.1338,9,4,0,Jun-05,31,25,,Right Side Center(RC),2006/1/31,NYK
9077,Jump Shot,33.7803,-12,264,-118.2818,5,4,0,Jan-00,17,26,1,Center(C),2001/2/13,NJN
5430,Jump Shot,33.8423,57,202,-118.2128,9,2,0,Jun-05,53,20,1,Center(C),2006/1/6,PHI
30513,Jump Shot,33.8583,40,186,-118.2298,3,3,0,1999-00,16,19,0,Center(C),2000/1/15,MIN
16221,Jump Shot,34.0093,-130,35,-118.3998,9,1,0,Jun-05,8,13,0,Left Side(L),2006/3/15,MIN
24212,Turnaround Fadeaway shot,34.0493,105,-5,-118.1648,8,1,0,Oct-09,0,10,1,Right Side(R),2010/4/2,UTA
22075,Jump Shot,34.0393,210,5,-118.0598,0,2,0,Apr-03,22,21,0,Right Side(R),2003/12/13,POR
14900,Jump Shot,34.0083,70,36,-118.1998,8,1,0,Jan-00,16,7,0,Center(C),2000/11/16,SAC
24263,Running Jump Shot,33.9403,10,104,-118.2598,7,1,1,Apr-03,27,10,0,Center(C),2004/4/25,HOU
15513,Jump Shot,34.0283,-89,16,-118.3588,8,2,0,1999-00,14,9,0,Left Side(L),2000/2/7,DEN
14562,Jump Shot,33.9573,73,87,-118.1968,1,1,0,Jan-00,4,11,1,Right Side(R),2001/2/13,NJN
1869,Driving Layup Shot,34.0443,0,0,-118.2698,11,4,0,1999-00,41,0,0,Center(C),2000/2/7,DEN
8203,Jump Shot,33.8913,149,153,-118.1208,8,2,0,Jun-05,9,21,0,Right Side Center(RC),2006/4/11,GSW
27992,Driving Layup Shot,34.0443,0,0,-118.2698,5,1,0,1999-00,31,0,,Center(C),2000/3/20,MIA
23871,Layup Shot,34.0443,0,0,-118.2698,1,2,0,May-04,24,0,0,Center(C),2004/11/17,LAC
26040,Driving Layup Shot,34.0353,15,9,-118.2548,4,3,0,2014-15,42,1,1,Center(C),2014/12/15,IND
807,Jump Shot,33.8373,-99,207,-118.3688,11,2,0,Mar-02,5,22,1,Left Side Center(LC),2002/12/4,UTA
4806,Jump Shot,33.9373,90,107,-118.1798,3,4,0,Jun-05,44,13,0,Right Side(R),2005/11/2,DEN
28871,Jump Shot,33.9073,-94,137,-118.3638,2,4,0,Feb-01,15,16,,Left Side Center(LC),2001/11/15,HOU
12261,Jump Shot,33.9353,197,109,-118.0728,8,1,0,Jun-05,29,22,0,Right Side(R),2006/3/14,SAC
26685,Jump Shot,33.8323,13,212,-118.2568,11,4,0,Aug-07,42,21,1,Center(C),2008/4/11,NOH
29388,Jump Shot,33.8303,-161,214,-118.4308,4,2,0,Sep-08,57,26,1,Left Side Center(LC),2009/1/21,LAC
30633,Layup Shot,34.0443,0,0,-118.2698,6,4,0,1997-98,50,0,,Center(C),1997/12/28,BOS
10427,Jump Shot,33.8223,-108,222,-118.3778,3,2,0,Sep-08,42,24,0,Left Side Center(LC),2009/3/19,GSW
9156,Driving Reverse Layup Shot,34.0443,0,0,-118.2698,4,1,1,Sep-08,2,0,,Center(C),2009/5/12,HOU
23896,Jump Shot,34.0523,210,-8,-118.0598,0,4,0,Mar-02,52,21,0,Right Side(R),2003/2/18,HOU
24441,Jump Shot,33.8733,98,171,-118.1718,10,4,0,Jun-05,31,19,,Right Side Center(RC),2005/11/24,SEA
15153,Reverse Dunk Shot,34.0443,0,0,-118.2698,10,3,0,May-04,7,0,1,Center(C),2004/12/11,LAC
4495,Jump Shot,33.8553,91,189,-118.1788,5,1,0,Sep-08,2,20,0,Right Side Center(RC),2008/12/19,MIA
2633,Turnaround Jump Shot,33.9673,97,77,-118.1728,10,3,0,Mar-02,57,12,0,Right Side(R),2003/3/26,HOU
14287,Jump Shot,33.9733,148,71,-118.1218,6,3,0,Apr-03,23,16,,Right Side(R),2003/11/28,SAS
28987,Jump Shot,33.9783,13,66,-118.2568,5,2,1,Jul-06,54,6,1,Center(C),2007/5/2,PHX
25281,Jump Shot,34.0423,117,2,-118.1528,3,1,0,Jan-00,21,11,1,Right Side(R),2001/1/21,MIA
25008,Driving Layup Shot,34.0323,-5,12,-118.2748,1,4,0,2014-15,58,1,1,Center(C),2014/11/30,TOR
7833,Jump Shot,33.9133,-101,131,-118.3708,1,3,0,Dec-11,18,16,0,Left Side Center(LC),2012/1/22,IND
20773,Running Jump Shot,33.9593,-83,85,-118.3528,5,4,1,1999-00,8,11,0,Left Side(L),2000/6/2,POR
14270,Driving Jump shot,34.0213,28,23,-118.2418,1,4,0,2012-13,48,3,1,Center(C),2012/12/13,NYK
146,Driving Dunk Shot,34.0443,0,0,-118.2698,7,3,0,Oct-09,14,0,,Center(C),2009/11/6,MEM
22852,Jump Shot,33.9743,-29,70,-118.2988,9,1,0,Jan-00,48,7,,Center(C),2000/11/8,SAS
2034,Jump Shot,33.8303,-12,214,-118.2818,6,1,0,1999-00,16,21,1,Center(C),2000/2/15,CHI
24952,Driving Layup Shot,34.0443,0,0,-118.2698,3,2,0,Jan-00,22,0,,Center(C),2000/11/14,DEN
1166,Jump Shot,34.0223,54,22,-118.2158,7,1,0,Jun-05,57,5,0,Center(C),2006/4/11,GSW
11693,Jump Shot,33.9043,200,140,-118.0698,2,2,0,2014-15,16,24,,Right Side Center(RC),2014/12/14,MIN
2051,Hook Shot,33.9893,2,55,-118.2678,10,3,0,Nov-10,49,5,0,Center(C),2010/12/31,PHI
20145,Jump Shot,33.8603,-116,184,-118.3858,9,4,0,Dec-11,9,21,0,Left Side Center(LC),2012/3/13,MEM
10817,Jump Shot,33.8963,206,148,-118.0638,2,2,1,Oct-09,4,25,1,Right Side Center(RC),2010/5/25,PHX
12677,Fadeaway Jump Shot,34.0493,133,-5,-118.1368,11,4,1,Aug-07,8,13,0,Right Side(R),2008/6/10,BOS
20820,Jump Shot,33.8403,161,204,-118.1088,3,4,0,May-04,13,25,1,Right Side Center(RC),2005/3/31,MIN
3431,Running Jump Shot,34.0143,-33,30,-118.3028,4,4,0,Feb-01,36,4,0,Center(C),2001/11/1,UTA
24575,Jump Shot,34.0473,105,-3,-118.1648,9,1,0,Mar-02,45,10,0,Right Side(R),2003/2/25,LAC
28768,Jump Shot,33.9023,91,142,-118.1788,4,2,0,2014-15,35,16,,Right Side Center(RC),2015/1/2,MEM
7070,Layup Shot,34.0443,0,0,-118.2698,0,1,0,May-04,42,0,1,Center(C),2005/4/10,SAC
4362,Jump Shot,33.8553,54,189,-118.2158,5,3,0,Oct-09,6,19,,Center(C),2010/2/3,CHA
10617,Running Jump Shot,33.9163,120,128,-118.1498,10,1,0,Apr-03,24,17,1,Right Side Center(RC),2004/3/26,MIN
25839,Jump Shot,33.7863,-45,258,-118.3148,10,1,0,2014-15,29,26,0,Center(C),2014/11/1,GSW
18156,Pullup Jump shot,33.9203,100,124,-118.1698,4,3,0,Dec-11,2,15,0,Right Side(R),2012/3/16,MIN
19896,Finger Roll Shot,34.0143,75,30,-118.1948,1,4,1,Jul-06,42,8,1,Right Side(R),2007/4/22,PHX
272,Pullup Jump shot,33.9393,90,105,-118.1798,11,2,1,Aug-07,15,13,,Right Side(R),2008/6/10,BOS
12985,Jump Shot,33.8983,125,146,-118.1448,3,1,0,Sep-08,36,19,1,Right Side Center(RC),2009/3/11,HOU
8437,Jump Shot,33.9283,24,116,-118.2458,2,2,0,Nov-10,34,11,0,Center(C),2011/3/14,ORL
18417,Dunk Shot,34.0443,0,0,-118.2698,4,4,0,1999-00,43,0,0,Center(C),2000/1/12,MIL
12317,Jump Shot,33.8903,-41,154,-118.3108,8,3,1,Sep-08,34,15,,Center(C),2009/4/23,UTA
30344,Jump Shot,33.9833,38,61,-118.2318,11,4,0,Apr-03,45,7,0,Center(C),2004/4/9,MEM
9006,Jump Shot,33.9273,130,117,-118.1398,1,2,0,Jun-05,13,17,1,Right Side Center(RC),2006/3/31,SEA
30192,Jump Shot,33.7873,26,257,-118.2438,0,2,0,Sep-08,36,25,,Center(C),2009/1/30,MIN
3811,Layup Shot,34.0443,0,0,-118.2698,9,1,0,Apr-03,8,0,,Center(C),2003/12/28,BOS
13920,Slam Dunk Shot,34.0443,0,0,-118.2698,8,4,0,1996-97,41,0,1,Center(C),1997/4/13,UTA
15776,Jump Shot,33.8813,-82,163,-118.3518,0,3,0,Feb-01,28,18,1,Left Side Center(LC),2002/2/21,CLE
29114,Fadeaway Jump Shot,34.0083,-179,36,-118.4488,9,1,0,Jun-05,11,18,0,Left Side(L),2006/3/17,NJN
9997,Jump Shot,33.8583,-114,186,-118.3838,11,3,0,Sep-08,16,21,1,Left Side Center(LC),2008/11/25,NJN
4347,Layup Shot,34.0443,0,0,-118.2698,9,1,1,Oct-09,26,0,0,Center(C),2010/5/27,PHX
27038,Driving Layup Shot,34.0443,0,0,-118.2698,11,3,0,Apr-03,46,0,1,Center(C),2003/12/19,DEN
546,Jump Shot,33.8723,-174,172,-118.4438,3,2,0,Oct-09,41,24,,Left Side Center(LC),2009/12/19,NJN
19626,Turnaround Jump Shot,33.9533,-19,91,-118.2888,11,3,0,Oct-09,44,9,0,Center(C),2010/2/1,MEM
25315,Jump Shot,33.8163,132,228,-118.1378,6,3,0,Oct-09,26,26,1,Right Side Center(RC),2010/3/12,PHX
8503,Layup Shot,34.0473,16,-3,-118.2538,6,3,0,May-04,5,1,0,Center(C),2005/2/13,CLE
11714,Layup Shot,34.0443,0,0,-118.2698,2,3,0,Oct-09,55,0,1,Center(C),2010/1/5,HOU
15230,Jump Shot,33.7943,15,250,-118.2548,5,3,1,Mar-02,40,25,0,Center(C),2003/5/7,SAS
9324,Jump Shot,33.8483,164,196,-118.1058,2,3,0,1997-98,43,25,,Right Side Center(RC),1998/3/1,NYK
13738,Driving Layup Shot,34.0443,0,0,-118.2698,2,1,1,1999-00,5,0,1,Center(C),2000/4/23,SAC
30577,Jump Shot,33.9873,-36,57,-118.3058,5,4,1,1999-00,13,6,0,Center(C),2000/5/12,PHX
28688,Jump Shot,33.9663,169,78,-118.1008,4,2,1,Feb-01,14,18,,Right Side(R),2002/5/20,SAC
15521,Driving Layup Shot,34.0443,0,0,-118.2698,8,3,0,1999-00,56,0,1,Center(C),1999/12/25,SAS
27346,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,1,2,0,Oct-09,14,0,1,Center(C),2009/11/6,MEM
7565,Jump Shot,33.9163,108,128,-118.1618,0,1,0,1999-00,42,16,1,Right Side Center(RC),2000/1/5,LAC
17305,Jump Shot,33.9243,218,120,-118.0518,1,4,0,Apr-03,33,24,,Right Side Center(RC),2004/1/2,SEA
15318,Jump Shot,33.7813,-8,263,-118.2778,0,3,0,Jul-06,30,26,0,Center(C),2007/1/28,SAS
29337,Pullup Jump shot,33.8443,-43,200,-118.3128,7,1,0,2015-16,36,20,1,Center(C),2015/12/1,PHI
11780,Jump Shot,33.8753,108,169,-118.1618,5,1,0,Jul-06,58,20,0,Right Side Center(RC),2007/4/3,DEN
6641,Jump Shot,33.9293,126,115,-118.1438,4,3,0,Jun-05,44,17,,Right Side Center(RC),2005/12/25,MIA
28536,Slam Dunk Shot,34.0443,0,0,-118.2698,3,4,1,1996-97,6,0,1,Center(C),1997/5/8,UTA
24079,Jump Shot,34.0083,230,36,-118.0398,5,1,0,2015-16,23,23,0,Right Side(R),2016/3/13,NYK
8231,Jump Shot,34.0293,-98,15,-118.3678,6,4,0,Feb-01,40,9,0,Left Side(L),2001/11/2,PHX
12652,Running Jump Shot,33.8633,-6,181,-118.2758,0,3,0,1999-00,0,18,1,Center(C),1999/12/29,PHX
23511,Layup Shot,34.0443,0,0,-118.2698,3,3,0,Jun-05,0,0,0,Center(C),2006/4/14,POR
20663,Jump Shot,34.0133,116,31,-118.1538,9,3,1,Sep-08,33,12,1,Right Side(R),2009/4/21,UTA
2984,Layup Shot,34.0443,0,0,-118.2698,6,3,0,Apr-03,46,0,0,Center(C),2003/11/12,TOR
16515,Layup Shot,34.0443,0,0,-118.2698,7,4,0,1996-97,4,0,0,Center(C),1997/4/2,DEN
13410,Jump Shot,33.8983,113,146,-118.1568,7,1,0,Aug-07,40,18,,Right Side Center(RC),2007/12/5,DEN
24365,Jump Shot,33.9013,-87,143,-118.3568,11,1,0,Nov-10,21,16,1,Left Side Center(LC),2010/12/7,WAS
2668,Fadeaway Jump Shot,33.9403,-108,104,-118.3778,10,3,0,Dec-11,32,14,0,Left Side(L),2012/4/1,GSW
23523,Driving Layup Shot,34.0443,0,0,-118.2698,3,3,0,Sep-08,50,0,1,Center(C),2009/2/27,DEN
19608,Jump Shot,33.8453,-25,199,-118.2948,7,1,0,Aug-07,35,20,0,Center(C),2008/1/14,SEA
9375,Driving Layup Shot,34.0443,-4,0,-118.2738,9,3,0,2015-16,40,0,,Center(C),2016/4/13,UTA
24078,Jump Shot,33.9153,106,129,-118.1638,2,2,0,Sep-08,25,16,1,Right Side Center(RC),2009/3/9,POR
21777,Jump Shot,33.9393,161,105,-118.1088,4,3,0,Apr-03,32,19,0,Right Side(R),2004/4/4,SAS
615,Jump Shot,33.8843,143,160,-118.1268,7,1,0,Sep-08,33,21,0,Right Side Center(RC),2008/11/28,DAL
19946,Jump Shot,33.8433,-152,201,-118.4218,5,4,0,Nov-10,28,25,,Left Side Center(LC),2011/2/13,ORL
17851,Jump Shot,33.8713,36,173,-118.2338,5,4,0,Mar-02,9,17,1,Center(C),2003/3/5,IND
4498,Jump Shot,33.9883,-27,56,-118.2968,0,1,0,Dec-11,51,6,1,Center(C),2012/1/29,MIN
19427,Pullup Jump shot,34.0423,101,2,-118.1688,6,3,0,2015-16,12,10,1,Right Side(R),2016/2/19,SAS
25511,Jump Shot,33.8873,-81,157,-118.3508,5,3,0,Oct-09,10,17,,Left Side Center(LC),2009/12/15,CHI
18804,Jump Shot,33.8353,-146,209,-118.4158,0,2,0,Apr-03,11,25,,Left Side Center(LC),2004/3/24,SAC
21470,Jump Shot,33.8793,-188,165,-118.4578,5,4,0,Sep-08,15,25,0,Left Side Center(LC),2009/2/10,OKC
3295,Turnaround Jump Shot,34.0253,-109,19,-118.3788,4,1,1,Jan-00,6,11,1,Left Side(L),2001/5/19,SAS
6738,Jump Shot,33.8063,-57,238,-118.3268,4,3,0,May-04,37,24,1,Center(C),2005/3/18,IND
1501,Jump Shot,33.9923,148,52,-118.1218,8,1,0,2015-16,54,15,1,Right Side(R),2015/10/28,MIN
9019,Jump Shot,33.9323,232,112,-118.0378,1,4,1,Mar-02,8,25,1,Right Side Center(RC),2003/5/5,SAS
17906,Jump Shot,33.8373,57,207,-118.2128,0,1,0,1998-99,14,21,0,Center(C),1999/4/29,POR
29336,Jump Shot,33.7833,20,261,-118.2498,5,4,0,1997-98,47,26,0,Center(C),1998/3/18,PHX
15024,Jump Shot,34.0113,158,33,-118.1118,4,2,0,Jun-05,54,16,1,Right Side(R),2006/2/3,CHA
11123,Jump Shot,33.9273,-97,117,-118.3668,0,1,0,May-04,25,15,0,Left Side(L),2004/12/22,NOP
4233,Jump Shot,33.8393,173,205,-118.0968,3,4,0,Oct-09,37,26,0,Right Side Center(RC),2010/1/29,PHI
24071,Jump Shot,33.8943,-79,150,-118.3488,10,2,0,Feb-01,33,16,1,Left Side Center(LC),2001/11/20,LAC
8821,Fadeaway Jump Shot,34.0293,87,15,-118.1828,5,3,0,Aug-07,10,8,1,Right Side(R),2008/3/26,CHA
4431,Jump Bank Shot,33.9943,-116,50,-118.3858,10,3,0,Oct-09,41,12,,Left Side(L),2010/3/5,CHA
12046,Layup Shot,34.0473,17,-3,-118.2528,5,2,0,2012-13,14,1,1,Center(C),2013/2/20,BOS
16775,Jump Shot,34.0363,74,8,-118.1958,9,4,0,Mar-02,59,7,,Center(C),2003/2/28,SEA
30491,Jump Shot,34.0053,56,39,-118.2138,0,2,0,Sep-08,0,6,0,Center(C),2009/2/11,UTA
23509,Turnaround Fadeaway shot,33.9323,-109,112,-118.3788,4,2,0,2014-15,34,15,0,Left Side(L),2014/12/9,SAC
22298,Jump Shot,33.8813,51,163,-118.2188,11,4,0,Aug-07,36,17,0,Center(C),2008/3/24,GSW
12183,Jump Shot,33.8393,151,205,-118.1188,10,3,0,Dec-11,44,25,0,Right Side Center(RC),2012/2/19,PHX
8593,Jump Shot,34.0243,189,20,-118.0808,0,1,0,Sep-08,34,19,0,Right Side(R),2008/12/14,MIN
4807,Jump Shot,34.0523,-169,-8,-118.4388,5,1,0,1998-99,30,16,0,Left Side(L),1999/3/16,MIN
29076,Jump Shot,33.8483,159,196,-118.1108,0,3,1,Jun-05,42,25,1,Right Side Center(RC),2006/5/2,PHX
27936,Jump Shot,34.0343,192,10,-118.0778,3,2,1,Mar-02,33,19,1,Right Side(R),2003/5/15,SAS
24623,Layup Shot,34.0443,0,0,-118.2698,1,3,0,Jun-05,37,0,,Center(C),2005/11/27,NJN
13850,Jump Shot,33.9593,-157,85,-118.4268,9,4,0,Feb-01,53,17,0,Left Side(L),2002/1/30,ORL
24429,Driving Slam Dunk Shot,34.0243,0,20,-118.2698,3,2,1,Nov-10,31,2,1,Center(C),2011/4/26,NOH
25065,Step Back Jump shot,33.9093,-105,135,-118.3748,8,3,0,Sep-08,2,17,1,Left Side Center(LC),2009/1/6,NOH
20378,Jump Shot,33.8863,85,158,-118.1848,11,2,0,Jul-06,13,17,0,Right Side Center(RC),2007/4/12,LAC
28219,Layup Shot,34.0443,0,0,-118.2698,5,2,0,May-04,31,0,,Center(C),2005/3/20,SEA
11919,Jump Shot,33.9473,125,97,-118.1448,10,2,0,1996-97,58,15,0,Right Side(R),1997/3/20,CLE
21772,Jump Shot,33.9613,59,83,-118.2108,4,1,0,1998-99,52,10,0,Right Side(R),1999/4/26,HOU
22994,Jump Shot,33.8953,-116,149,-118.3858,5,3,1,Dec-11,20,18,1,Left Side Center(LC),2012/5/18,OKC
15897,Jump Shot,33.9323,154,112,-118.1158,4,1,0,May-04,32,19,0,Right Side Center(RC),2005/3/12,CHA
5320,Turnaround Jump Shot,34.0443,192,0,-118.0778,2,3,0,Oct-09,24,19,1,Right Side(R),2010/3/31,ATL
30457,Fadeaway Jump Shot,33.8983,-120,146,-118.3898,1,1,0,Dec-11,19,18,0,Left Side Center(LC),2012/4/6,HOU
7120,Jump Shot,34.0043,-126,40,-118.3958,1,2,0,Jan-00,51,13,0,Left Side(L),2001/4/10,PHX
2422,Jump Shot,33.8453,89,199,-118.1808,0,1,0,1997-98,36,21,0,Right Side Center(RC),1997/11/4,SAC
21989,Layup Shot,34.0443,0,0,-118.2698,10,3,0,Sep-08,33,0,1,Center(C),2009/1/31,MEM
